1,Gold,SPY,GPR,GPRA,GPRT
11/29/2019,1470,314.31,108.377,75.16,117.55
12/2/2019,1466,311.64,77.8817,31.06,112.25
12/3/2019,1482,309.55,85.844,50.34,100.77
12/4/2019,1478,311.46,47.6628,47.52,63.41
12/5/2019,1480,312.02,103.1458,94.92,92.37
12/6/2019,1463,314.87,88.6575,64.28,113.93
12/10/2019,1466,313.53,76.3058,26.85,119.44
12/11/2019,1473,314.42,97.4285,138.76,77.16
12/12/2019,1470,317.13,97.6897,70.83,110.77
12/13/2019,1479,317.32,99.6261,41.38,138.07
12/16/2019,1478,319.5,94.9303,59.77,116.33
12/17/2019,1477,319.57,82.3299,48.28,104.7
12/18/2019,1475,319.59,119.1242,109.62,137.15
12/19/2019,1480,320.9,69.0118,34.4,93.25
12/20/2019,1477,320.73,49.5085,71.79,22.46
12/27/2019,1514,322.86,111.9111,111.57,93.06
1/2/2020,1528,324.87,163.1807,86.76,199.01
1/3/2020,1552,322.41,80.7943,40.27,125.97
1/6/2020,1569,323.64,251.9861,115.14,357.95
1/7/2020,1574,322.73,413.4557,147.21,622.12
1/8/2020,1560,324.45,180.6054,158.09,227.1
1/9/2020,1554,326.65,394.46,339.62,551.65
1/10/2020,1560,325.71,167.3014,166.79,187.81
1/13/2020,1551,327.95,152.7257,126,157.65
1/14/2020,1545,327.45,131.7757,81.54,151.14
1/15/2020,1554,328.19,153.5319,64.93,216.65
1/16/2020,1551,330.92,145.9476,44.09,213.3
1/17/2020,1560,331.95,129.8225,83.5,174.12
1/21/2020,1558,331.3,119.3288,85.65,150.82
1/22/2020,1557,331.34,77.9911,24.55,129.7
1/23/2020,1565,331.72,93.0734,16.87,147.75
1/24/2020,1572,328.77,51.9618,8.63,79.21
1/27/2020,1577,323.5,72.0123,30.77,94.1
1/28/2020,1570,326.89,99.5935,51.8,136.83
1/29/2020,1570,326.62,47.0171,8.52,71.08
1/30/2020,1587,327.68,188.0684,42.61,284.34
1/31/2020,1585,321.73,73.9779,40.97,88.85
2/3/2020,1580,324.12,107.5177,112.29,93.66
2/4/2020,1553,329.06,143.6084,181.34,103.49
2/5/2020,1560,332.86,68.3473,36.34,98.51
2/6/2020,1567,333.98,90.6311,36.14,128.12
2/7/2020,1571,332.2,78.9647,23.62,111.62
2/10/2020,1577,334.68,24.7576,19.75,24.7
2/11/2020,1567,335.26,90.2607,89.98,82.56
2/12/2020,1569,337.42,62.0331,74.21,41.27
2/13/2020,1576,337.06,58.8527,83.82,27.96
2/14/2020,1584,337.6,89.1845,59.27,120.07
2/18/2020,1601,336.73,83.4276,0,138.75
2/19/2020,1609,338.34,54.7532,45.49,53.12
2/20/2020,1617,336.95,111.3094,53.26,140.69
2/21/2020,1645,333.48,103.9237,86.34,129.62
2/24/2020,1674,322.42,80.9177,70.59,75.7
2/25/2020,1647,312.65,115.4514,44.27,155.08
2/26/2020,1640,311.5,102.6017,19.48,154.38
2/27/2020,1643,297.51,63.9668,72.88,53.19
2/28/2020,1567,296.26,55.1388,59.2,56.43
3/2/2020,1595,309.09,106.2339,125.16,104.4
3/3/2020,1644,300.24,123.0382,141.53,86.57
3/4/2020,1643,312.86,144.9248,140.35,185.93
3/5/2020,1668,302.46,79.1849,122.8,58.53
3/6/2020,1672,297.46,51.327,55.11,78.79
3/9/2020,1676,274.23,72.8037,41.47,95.13
3/10/2020,1660,288.42,71.6459,16.81,112.14
3/11/2020,1642,274.36,90.9819,65.96,110.04
3/12/2020,1590,248.11,74.838,70.68,72.06
3/13/2020,1517,269.32,68.0665,82.94,81.75
3/16/2020,1487,239.85,34.4546,9.81,49.11
3/17/2020,1526,252.8,99.0939,94.08,86.32
3/18/2020,1478,240,87.612,74.86,83.26
3/19/2020,1479,240.51,89.1674,97.78,81.56
3/20/2020,1485,228.8,57.8032,26.6,81.34
3/23/2020,1568,222.95,121.1915,40.27,167.96
3/24/2020,1661,243.15,191.013,100.22,275.87
3/25/2020,1633,246.79,53.3568,17.73,81.34
3/26/2020,1651,261.2,56.7059,28.27,78.59
3/27/2020,1625,253.42,52.1291,47.24,55.17
3/30/2020,1637,261.65,103.5177,39.31,139.36
3/31/2020,1589,257.75,89.2608,59.32,107.21
4/1/2020,1584,246.15,65.5954,9.34,101.3
4/2/2020,1631,251.83,47.5944,9.49,79.15
4/3/2020,1638,248.19,84.5762,56.21,93.77
4/6/2020,1684,264.86,99.3274,108.92,90.85
4/7/2020,1673,265.13,106.5297,60.69,143.42
4/8/2020,1674,274.03,78.2134,55.04,91.82
4/9/2020,1740,278.2,60.91,84.08,38.96
4/14/2020,1759,283.79,91.1716,43.28,137.18
4/15/2020,1730,277.76,89.5289,68,99.26
4/16/2020,1723,279.1,48.4551,17.57,65.93
4/17/2020,1691,286.64,73.5105,45.8,84.05
4/20/2020,1703,281.59,25.8794,0,43.04
4/21/2020,1678,273.04,54.0827,35.94,59.96
4/22/2020,1727,279.1,137.2611,136.84,114.14
4/23/2020,1733,279.08,100.937,82.33,114.45
4/24/2020,1724,282.97,45.8343,8.31,76.23
4/27/2020,1713,287.05,49.0025,19.54,65.2
4/28/2020,1711,285.73,95.6863,127.19,75.78
4/29/2020,1713,293.21,79.4619,99.02,66.08
4/30/2020,1694,290.48,56.9496,56.77,55.25
5/4/2020,1713,283.57,59.5964,29.71,74.33
5/5/2020,1711,286.19,41.6384,36.9,38.47
5/6/2020,1689,284.25,80.7943,113.71,47.42
5/7/2020,1726,287.68,56.1452,27.99,70.03
5/8/2020,1714,292.44,70.4802,93.68,54.7
5/11/2020,1698,292.5,37.9121,37.8,31.53
5/12/2020,1707,286.67,39.4353,9.83,57.39
5/13/2020,1716,281.6,59.5327,33.91,70.72
5/14/2020,1741,284.97,82.1298,45.49,98.65
5/18/2020,1734,295,135.0966,140.07,125.82
5/19/2020,1746,291.97,99.4765,79.34,99.26
5/20/2020,1752,296.93,99.6942,45.18,128.12
5/22/2020,1736,295.44,135.6534,69.8,174.66
5/26/2020,1706,299.08,120.3619,73.04,147.95
5/27/2020,1711,303.53,23.4269,28.03,31.17
5/28/2020,1720,302.97,61.021,43.45,79.74
5/29/2020,1743,304.32,137.4509,45.68,190.49
6/2/2020,1729,308.08,83.0449,82.79,76.73
6/3/2020,1701,312.18,114.5303,52.7,190.47
6/4/2020,1722,311.36,36.1535,27.03,37.58
6/5/2020,1679,319.34,109.979,61.4,131.69
6/8/2020,1700,323.2,65.6454,50.34,75.58
6/9/2020,1717,320.79,68.3004,19.45,105.47
6/10/2020,1716,319,95.6863,45.42,121.24
6/11/2020,1735,300.61,87.415,18.35,137.73
6/12/2020,1732,304.21,73.6126,55.04,76.51
6/15/2020,1722,307.05,102.8748,102.56,128.32
6/16/2020,1732,312.96,79.2034,27.87,108.48
6/17/2020,1730,311.66,151.3808,150.91,133.28
6/18/2020,1726,311.78,101.3152,61.48,124.54
6/19/2020,1747,308.64,53.8231,78.05,32.55
6/22/2020,1758,310.62,131.4511,83.87,166.14
6/23/2020,1774,312.05,56.3841,65.58,62.51
6/24/2020,1768,304.09,80.2189,37.63,109.87
6/25/2020,1763,307.35,40.784,27.11,45.22
6/26/2020,1773,300.05,44.3449,8.84,66.37
6/29/2020,1781,304.46,48.0082,63.81,44.36
7/1/2020,1780,310.52,107.851,143.36,145.2
7/2/2020,1790,312.23,23.3938,18.66,23.34
7/6/2020,1794,317.05,72.0123,30.77,94.1
7/7/2020,1810,313.78,106.1721,74.09,123.6
7/8/2020,1821,316.18,68.6035,48.85,105.94
7/9/2020,1804,314.38,55.8298,18.55,77.37
7/10/2020,1802,317.59,97.4285,18.5,146.6
7/13/2020,1814,314.84,92.7313,51.36,111.38
7/14/2020,1813,318.92,93.7985,98.43,73.89
7/15/2020,1814,321.85,103.672,39.37,147.78
7/16/2020,1800,320.79,29.4887,29.4,24.52
7/17/2020,1810,321.72,38.3202,16.98,49.57
7/20/2020,1817,324.32,87.1728,67.59,128.87
7/21/2020,1844,325.01,116.2304,26.74,178.43
7/22/2020,1865,326.86,117.1346,18.68,187.01
7/23/2020,1890,322.96,78.0448,34.58,115.37
7/24/2020,1898,320.88,92.7519,52.84,110.18
7/27/2020,1931,323.22,137.1769,50.65,185.89
7/28/2020,1945,321.17,121.648,46.64,171.18
7/29/2020,1953,325.12,80.9104,37.96,110.81
7/30/2020,1950,323.96,54.0827,26.96,67.46
7/31/2020,1968,326.52,38.618,34.22,42.82
8/3/2020,1970,328.79,42.1685,28.03,46.75
8/4/2020,2004,330.06,48.7142,19.43,64.81
8/5/2020,2033,332.11,33.8017,0,56.21
8/6/2020,2055,334.33,112.3666,98.58,112.12
8/7/2020,2014,334.57,43.817,17.47,65.58
8/10/2020,2027,335.57,40.5828,20.23,50.62
8/11/2020,1936,332.8,55.2862,18.37,76.62
8/12/2020,1938,337.44,61.8346,61.64,80.8
8/13/2020,1959,336.83,88.8966,9.33,140.06
8/14/2020,1939,336.84,44.2857,26.49,58.92
8/17/2020,1987,337.91,65.5455,30.16,92.24
8/18/2020,2002,338.64,84.099,37.26,108.78
8/19/2020,1961,337.23,46.6559,46.51,69.83
8/20/2020,1935,338.28,122.0182,36.04,180.38
8/21/2020,1936,339.48,166.3026,17.92,261.62
8/24/2020,1929,342.92,71.238,0,118.47
8/25/2020,1913,344.12,85.9819,45.11,105.36
8/26/2020,1942,347.57,105.6714,36.64,152.82
8/27/2020,1922,348.33,142.0941,97.39,162.46
8/28/2020,1967,350.58,64.1142,17.04,106.63
8/31/2020,1971,349.31,88.6306,66.27,101.34
9/1/2020,1971,352.6,106.3669,80.79,126.35
9/2/2020,1937,357.7,109.2055,90.72,105.94
9/3/2020,1930,345.39,94.2409,84.56,125.38
9/4/2020,1926,342.57,94.903,36.04,127.77
9/8/2020,1935,333.21,68.6035,29.31,89.64
9/9/2020,1947,339.79,47.3224,25.73,64.39
9/10/2020,1956,333.89,145.2469,140.13,124.67
9/11/2020,1940,334.06,145.9476,88.18,205.94
9/14/2020,1955,338.46,67.3091,47.93,71.96
9/15/2020,1958,340.17,115.9399,33.02,165.27
9/16/2020,1962,338.82,82.4706,54.81,121.91
9/17/2020,1941,335.84,100.0776,29.93,141.47
9/18/2020,1953,330.65,86.3358,18.12,143.58
9/21/2020,1902,326.97,52.9164,31.65,70.4
9/22/2020,1899,330.3,94.388,35.85,156.97
9/23/2020,1861,322.64,62.1661,35.41,73.85
9/24/2020,1869,323.5,64.8675,68.98,86.3
9/25/2020,1858,328.73,55.3514,25.47,70.81
9/28/2020,1873,334.19,104.4076,85.16,134.17
9/29/2020,1899,332.37,105.1609,104.84,95.39
9/30/2020,1891,334.89,104.9609,125.57,76.8
10/1/2020,1912,337.04,75.9968,53.48,96.65
10/2/2020,1904,333.84,101.9252,25.4,148.32
10/5/2020,1916,339.76,66.9206,9.53,111.29
10/6/2020,1905,334.93,85.7068,68.35,114.03
10/7/2020,1887,340.76,83.2524,43.68,102.02
10/8/2020,1891,343.78,113.6459,16.78,175
10/9/2020,1922,346.85,81.568,27.11,113.04
10/12/2020,1924,352.43,67.7186,56.26,93.85
10/13/2020,1890,350.13,78.0878,0,129.86
10/14/2020,1903,347.93,47.694,17.29,64.9
10/15/2020,1905,347.5,107.9716,51.67,143.65
10/16/2020,1902,347.29,123.5045,61.56,176.05
10/19/2020,1908,342.01,95.2175,69.94,100.01
10/20/2020,1912,343.38,98.6722,103.05,85.96
10/21/2020,1926,342.73,72.0123,62.82,67.37
10/22/2020,1902,344.61,101.6125,105.35,81.11
10/23/2020,1902,345.78,65.7256,52.42,65.58
10/26/2020,1903,339.39,89.934,29.89,124.64
10/27/2020,1909,338.22,130.4527,65.03,185.96
10/28/2020,1877,326.66,81.7918,54.36,113.35
10/29/2020,1868,329.98,89.6442,51.07,106.49
10/30/2020,1880,326.54,80.3588,89.01,66.82
11/2/2020,1893,330.2,56.6251,56.45,54.93
11/3/2020,1910,336.03,162.6325,179.2,142.35
11/4/2020,1896,343.54,129.5659,94.72,136.47
11/5/2020,1947,350.24,69.6466,86.79,72.39
11/6/2020,1952,350.16,62.9253,89.62,67.27
11/9/2020,1854,354.56,105.3999,80.06,116.86
11/10/2020,1876,354.04,58.5896,44.93,59.96
11/11/2020,1862,356.67,97.9294,76.4,113.3
11/12/2020,1873,353.21,52.8601,17.57,80.58
11/13/2020,1886,358.1,69.192,77.6,57.54
11/16/2020,1888,362.57,70.5957,97.45,63.22
11/17/2020,1885,360.62,45.817,36.54,53.34
11/18/2020,1874,356.28,109.7415,105.35,128.43
11/19/2020,1862,357.78,49.0421,35.56,51.9
11/20/2020,1872,355.33,94.1557,42.67,128.12
11/23/2020,1838,357.46,36.7553,54.96,45.84
11/24/2020,1805,363.22,104.2937,128.73,82.59
11/25/2020,1806,362.66,23.3608,9.32,31.08
11/27/2020,1785,363.67,70.3732,100.22,66.88
11/30/2020,1778,362.06,46.8024,20.74,69.19
12/1/2020,1817,366.02,129.6586,41.7,180.85
12/2/2020,1828,366.79,92.2721,36.8,130.44
12/3/2020,1838,366.69,67.7879,63.07,90.19
12/4/2020,1838,369.85,38.6681,25.7,42.87
12/7/2020,1863,369.09,55.0427,0,91.54
12/8/2020,1872,370.17,78.9751,34.99,102.15
12/9/2020,1836,366.85,62.738,8.34,104.34
12/10/2020,1835,366.73,95.4238,27.18,143.58
12/11/2020,1841,366.3,42.8534,42.72,35.63
12/14/2020,1830,364.66,29.7982,19.8,33.04
12/15/2020,1853,369.59,89.5289,46.98,125.38
12/16/2020,1857,370.17,52.511,8.72,80.05
12/17/2020,1888,372.24,93.1244,70.73,125.37
12/18/2020,1887,369.18,79.991,0,133.03
12/21/2020,1880,367.86,91.1224,64.12,106.97
12/22/2020,1868,367.24,62.6832,48.07,72.17
12/23/2020,1876,367.57,68.6035,39.08,97.79
12/29/2020,1881,371.46,69.0118,22.93,105.21
12/30/2020,1893,371.99,59.153,53.61,89.43
1/4/2021,1947,368.79,99.3274,108.92,107.37
1/5/2021,1954,371.33,121.852,71.99,150.11
1/6/2021,1909,373.55,106.5705,35.41,169.85
1/7/2021,1914,379.1,54.236,24.95,76.32
1/8/2021,1835,381.26,77.7395,51.67,86.19
1/11/2021,1851,378.69,84.1428,35.32,110.47
1/12/2021,1844,378.77,169.8753,169.35,181.62
1/13/2021,1855,379.79,66.5007,74.58,55.3
1/14/2021,1851,378.46,62.1106,41.28,68.86
1/15/2021,1830,375.7,57.9699,49.54,75.75
1/19/2021,1840,378.65,66.668,49.85,76.23
1/20/2021,1867,383.89,87.4868,23.79,132.27
1/21/2021,1866,384.24,47.4353,39.41,52.59
1/22/2021,1856,382.88,93.7135,73.12,101.64
1/25/2021,1855,384.39,140.4451,96.56,185.24
1/26/2021,1851,383.79,50.2539,8.35,76.61
1/27/2021,1845,374.41,68.8431,72.67,60.61
1/28/2021,1839,377.63,112.786,41.64,166.73
1/29/2021,1849,370.07,63.2169,16.81,91.12
2/1/2021,1862,376.23,60.0465,29.93,83.22
2/2/2021,1832,381.55,192.3426,144.88,248.79
2/3/2021,1834,381.85,69.9223,43.57,101.75
2/4/2021,1790,386.19,78.1848,24.61,116.34
2/5/2021,1812,387.71,106.445,101.87,106.21
2/8/2021,1833,390.51,72.8037,63.51,68.11
2/9/2021,1836,390.25,61.2628,69.8,50.94
2/10/2021,1842,390.08,74.9271,39.31,104.93
2/11/2021,1826,390.71,63.4591,50.61,70.36
2/12/2021,1822,392.64,73.3251,34.4,107.6
2/16/2021,1798,392.3,91.7609,82.33,91.56
2/17/2021,1772,392.39,104.3686,54.29,128.29
2/18/2021,1774,390.72,33.6729,8.39,56
2/19/2021,1776,390.03,85.156,25.47,127.46
2/22/2021,1807,387.03,71.2891,0,118.56
2/23/2021,1805,387.5,97.4285,79.47,103.11
2/24/2021,1797,391.77,77.841,34.49,107.88
2/25/2021,1775,382.33,46.1828,25.11,62.84
2/26/2021,1729,380.36,121.1406,83.29,166.73
3/1/2021,1723,389.58,96.2956,76.8,96.09
3/2/2021,1734,386.54,137.4693,61.89,191.75
3/3/2021,1716,381.42,154.5865,70.45,220.36
3/4/2021,1701,376.7,88.4423,32.06,127.03
3/5/2021,1699,383.63,88.9823,48.39,127.8
3/8/2021,1678,381.72,60.3974,92.63,23.18
3/9/2021,1717,387.17,22.2619,17.75,29.62
3/10/2021,1722,389.58,57.3414,52.77,51.35
3/11/2021,1723,393.53,70.3866,78.94,80.48
3/12/2021,1720,394.06,49.3799,16.41,68.43
3/15/2021,1729,396.41,111.6026,20.23,177.17
3/16/2021,1731,395.91,108.8415,47.18,149.53
3/17/2021,1727,397.26,93.3118,50.74,134.02
3/18/2021,1733,391.48,134.9403,95.47,188.22
3/19/2021,1742,389.48,42.8534,8.54,64.14
3/22/2021,1738,392.59,119.1571,38.01,174.39
3/23/2021,1725,389.5,99.4635,103.47,107.88
3/24/2021,1733,387.52,76.4439,16.94,120.07
3/25/2021,1725,389.7,63.785,33.91,77.79
3/26/2021,1732,395.98,69.7815,32.74,95.57
3/29/2021,1712,395.78,123.2354,127.77,98.38
3/30/2021,1685,394.73,95.4238,99.66,83.13
3/31/2021,1714,396.33,76.346,76.11,70.54
4/1/2021,1727,400.61,67.6955,62.99,90.07
4/6/2021,1742,406.12,92.789,27.75,131.17
4/7/2021,1741,406.59,113.7905,67.22,168.21
4/8/2021,1757,408.52,32.5217,37.05,54.09
4/9/2021,1744,411.49,48.0082,26.11,65.32
4/12/2021,1732,411.64,100.3808,120.09,133.55
4/13/2021,1747,412.86,95.293,72.38,143.39
4/14/2021,1735,411.45,186.3035,144.96,294.72
4/15/2021,1766,415.87,103.2596,41.18,151.12
4/16/2021,1779,417.26,95.0327,18.05,142.99
4/19/2021,1770,415.21,110.4189,150.11,100.16
4/20/2021,1778,412.17,125.2652,129.5,138.88
4/21/2021,1793,416.07,166.3026,62.73,261.62
4/22/2021,1782,412.27,113.7738,61.07,145.55
4/23/2021,1777,416.74,146.7312,115.25,177.47
4/26/2021,1779,417.61,54.4667,39.49,57.64
4/27/2021,1778,417.52,131.6533,143.95,98.88
4/28/2021,1774,417.4,50.064,33.27,62.44
4/29/2021,1768,420.06,47.3839,68.71,28.66
4/30/2021,1768,417.3,36.4018,27.22,37.84
5/4/2021,1776,415.62,93.8784,71.31,104.08
5/5/2021,1784,415.75,60.3853,8.6,93.25
5/6/2021,1816,419.07,76.3058,53.7,111.97
5/7/2021,1831,422.12,55.9265,8.58,85.85
5/10/2021,1838,417.94,49.0025,9.77,73.34
5/11/2021,1836,414.21,101.1807,78.94,124.37
5/12/2021,1823,405.41,63.2975,33.65,84.21
5/13/2021,1824,410.28,140.433,131.77,144.25
5/14/2021,1838,416.58,115.363,73.93,143.89
5/17/2021,1868,415.52,92.158,40.83,127.72
5/18/2021,1868,411.94,98.5883,108.11,114.77
5/19/2021,1882,410.86,158.9622,92.02,204.67
5/20/2021,1882,415.28,125.8506,89.62,134.55
5/21/2021,1877,414.94,165.8525,125.12,171.46
5/25/2021,1898,418.24,170.9414,46.06,276.6
5/26/2021,1901,419.07,176.6128,85.89,243.57
5/27/2021,1897,419.29,133.3361,49.85,187.1
5/28/2021,1904,420.04,140.0293,43.62,196.49
6/2/2021,1909,420.33,68.7255,27.41,99.06
6/3/2021,1872,418.77,60.0725,17.11,85.63
6/4/2021,1891,422.6,79.6078,52.91,95.62
6/7/2021,1898,422.19,54.3044,0,90.31
6/8/2021,1893,422.28,59.7273,54.96,68.77
6/9/2021,1894,421.65,93.2492,53.12,110.77
6/10/2021,1895,423.61,85.5147,35.9,119.76
6/11/2021,1878,424.31,131.4848,84.57,155.18
6/14/2021,1865,425.26,29.3581,19.51,40.69
6/15/2021,1855,424.48,73.5105,27.48,114.61
6/16/2021,1860,422.11,144.7877,139.97,124.04
6/17/2021,1775,421.97,138.0237,18.35,214.24
6/18/2021,1768,414.92,84.5043,33.7,112.43
6/21/2021,1782,420.86,94.5027,79.34,99.26
6/22/2021,1777,423.11,170.6043,37.8,252.2
6/23/2021,1783,422.6,41.5109,49.66,55.23
6/24/2021,1776,425.1,76.6611,40.22,100.65
6/25/2021,1777,426.61,54.788,42.01,56.07
6/28/2021,1780,427.47,97.2922,110.85,107.87
6/29/2021,1764,427.7,95.6863,154.44,60.62
6/30/2021,1772,428.06,43.817,61.16,43.72
7/1/2021,1777,430.43,64.1142,68.18,49.76
7/2/2021,1783,433.72,78.9751,43.74,102.15
7/6/2021,1794,432.93,63.3285,29.14,97.22
7/7/2021,1802,434.46,34.7776,43.34,21.69
7/8/2021,1800,430.92,37.8579,28.31,39.35
7/9/2021,1811,435.52,32.3572,32.26,33.63
7/12/2021,1806,437.08,69.7383,89.39,41.42
7/13/2021,1810,435.59,77.2478,81.54,60.46
7/14/2021,1825,436.24,56.2185,17.24,86.3
7/15/2021,1829,434.75,104.5117,108.72,98.24
7/16/2021,1815,431.34,70.3803,28.07,101.44
7/19/2021,1809,424.97,50.5736,10.08,84.11
7/20/2021,1811,431.06,37.4301,27.99,38.91
7/21/2021,1803,434.55,49.9154,45.24,45.28
7/22/2021,1805,435.46,95.293,63.33,105.65
7/23/2021,1802,439.94,91.794,39.79,119.47
7/26/2021,1799,441.02,59.153,49.14,65.58
7/27/2021,1800,439.01,79.2034,65.03,108.48
7/28/2021,1800,438.83,53.2963,65.39,47.73
7/29/2021,1832,440.65,30.9173,8.81,44.07
7/30/2021,1814,438.51,80.904,125.46,67.27
8/2/2021,1819,437.59,111.9455,40.58,160.79
8/3/2021,1811,441.15,50.8204,46.06,46.1
8/4/2021,1811,438.98,89.9921,76.9,92.65
8/5/2021,1806,441.76,99.6618,75.7,110.5
8/6/2021,1760,442.49,63.6217,16.91,98.75
8/9/2021,1724,442.13,42.6054,53.09,26.57
8/10/2021,1729,442.68,103.3709,46.84,140.66
8/12/2021,1749,445.11,76.151,94.9,55.41
8/13/2021,1776,445.92,95.293,126.67,60.37
8/16/2021,1787,446.97,127.2026,95.11,185.1
8/17/2021,1786,444.04,157.7413,137.6,163.96
8/18/2021,1782,439.18,83.1607,73.69,99.88
8/19/2021,1781,439.86,49.6434,9,75.05
8/20/2021,1781,443.36,68.6035,48.85,81.49
8/23/2021,1804,447.26,189.928,44.55,297.28
8/24/2021,1806,447.97,133.2642,151.83,150.39
8/25/2021,1788,448.91,47.5261,47.38,63.23
8/26/2021,1792,446.26,114.3908,133.05,134.75
8/27/2021,1817,450.25,103.8127,141.13,86.32
8/31/2021,1816,451.56,203.0124,108.6,288.21
9/1/2021,1814,451.8,80.0352,88.65,73.95
9/2/2021,1809,453.19,106.2609,55.27,138.3
9/3/2021,1832,453.08,98.6905,136.89,92.77
9/7/2021,1796,451.46,117.7802,88.06,130.58
9/8/2021,1791,450.91,85.3022,75.59,86.69
9/9/2021,1798,448.98,73.6126,36.69,99.47
9/10/2021,1790,445.44,65.941,85.07,45.16
9/13/2021,1792,446.58,104.923,109.58,91.4
9/14/2021,1805,444.17,69.7872,37.11,100.59
9/15/2021,1793,447.88,65.9686,56.37,70.53
9/16/2021,1755,447.17,119.1242,45.68,160.01
9/17/2021,1749,441.4,151.9077,48.85,220.03
9/20/2021,1762,434.04,59.956,49.81,58.16
9/21/2021,1776,433.63,84.709,26.67,118.63
9/22/2021,1777,437.86,54.2303,45.05,60.13
9/23/2021,1748,443.18,68.8326,60.04,85.85
9/24/2021,1750,443.91,92.7519,70.45,110.18
9/27/2021,1750,442.64,57.0313,47.38,55.33
9/28/2021,1736,433.72,96.1558,67.1,111.94
9/29/2021,1722,434.45,59.3978,81.99,83.58
9/30/2021,1756,429.14,102.6807,62.31,148.49
10/1/2021,1758,434.24,68.0373,67.83,91.93
10/4/2021,1767,428.64,65.8126,17.5,102.15
10/5/2021,1760,433.1,171.9004,120.42,185.44
10/6/2021,1761,434.9,56.0721,0,93.25
10/7/2021,1759,438.66,121.3053,74.42,139.66
10/8/2021,1757,437.86,94.3996,25.67,142.72
10/11/2021,1755,434.69,50.8063,20.26,76.04
10/12/2021,1759,433.62,81.568,108.42,52.75
10/13/2021,1794,435.18,94.0053,116.03,74.45
10/14/2021,1797,442.5,55.3633,64.39,53.71
10/15/2021,1768,445.87,107.145,151.32,74.25
10/18/2021,1765,447.19,126.7102,27.07,188.15
10/19/2021,1770,450.64,133.8411,28.59,198.74
10/20/2021,1784,452.41,76.4093,62.73,104.65
10/21/2021,1781,453.59,94.0053,80.33,104.22
10/22/2021,1796,453.12,86.0407,68.62,107.32
10/25/2021,1806,455.55,79.629,116.43,123.6
10/26/2021,1793,455.96,144.6536,105.75,160.38
10/27/2021,1798,453.94,102.9329,55.97,140.06
10/28/2021,1803,458.32,96.1326,87.85,99.92
10/29/2021,1784,459.25,55.7816,25.67,71.36
11/1/2021,1796,460.04,124.3323,17.71,199.39
11/2/2021,1789,461.9,62.8662,28.93,96.51
11/3/2021,1764,464.72,73.8056,60.59,101.08
11/4/2021,1794,466.91,122.6877,61.16,160.32
11/5/2021,1817,468.53,76.9423,64.59,101.02
11/8/2021,1828,468.93,46.3656,71.9,34.27
11/9/2021,1831,467.38,84.5762,28.11,117.21
11/10/2021,1848,463.62,135.3021,37.21,193.98
11/11/2021,1864,463.77,83.0449,45.99,115.09
11/12/2021,1869,467.27,101.2173,27.52,153.03
11/15/2021,1867,467.43,141.1606,28.15,211.28
11/16/2021,1854,469.28,122.8627,56.53,165.03
11/17/2021,1870,468.14,126.0689,78.01,180.74
11/18/2021,1861,469.73,158.1717,54.06,217.96
11/19/2021,1852,468.89,108.7573,81.32,150.73
11/22/2021,1806,467.57,128.9941,41.15,180.2
11/23/2021,1784,468.19,80.9104,28.47,118.73
11/24/2021,1784,469.44,87.6856,126.27,48.61
11/26/2021,1786,458.97,58.9775,9.8,98.08
11/29/2021,1784,464.6,60.7811,20.2,101.08
11/30/2021,1775,455.56,92.789,18.5,146.6
12/1/2021,1783,450.5,86.944,17.34,130.13
12/2/2021,1762,457.4,93.1244,26.53,140.12
12/3/2021,1783,453.42,106.1721,42.34,162.45
12/6/2021,1779,458.79,120.5447,67.3,184.44
12/7/2021,1784,468.28,202.4347,155.95,237.19
12/8/2021,1785,469.52,145.5589,52.77,212.73
12/9/2021,1776,466.35,104.5574,66.33,150.17
12/10/2021,1784,470.74,164.9772,112.53,245.49
12/13/2021,1787,466.57,110.4189,10.48,174.89
12/14/2021,1771,463.36,129.9046,101.75,177.46
12/15/2021,1764,470.6,72.0123,26.92,112.28
12/16/2021,1797,466.45,136.2496,59.43,212.43
12/17/2021,1804,459.87,95.4401,71.36,125.66
12/20/2021,1794,454.98,53.086,21.17,88.29
12/21/2021,1788,463.06,101.4051,19.26,160.61
12/22/2021,1802,467.69,141.3362,17.61,227.71
12/23/2021,1811,470.6,135.3091,59.95,225.03
12/29/2021,1805,477.48,37.8888,21.58,63.01
12/30/2021,1814,476.16,147.2252,56.45,197.76
1/4/2022,1815,477.55,88.9631,10.43,139.25
1/5/2022,1825,468.38,96.4826,82.44,137.53
1/6/2022,1789,467.94,70.0146,69.8,65.5
1/7/2022,1797,466.09,118.9596,72.98,182.62
1/10/2022,1799,465.51,130.0066,51.84,172.97
1/11/2022,1819,469.75,188.913,78.84,270.34
1/12/2022,1827,471.02,78.2134,36.69,114.77
1/13/2022,1821,464.53,170.6474,100.07,250.41
1/14/2022,1817,464.72,133.5713,17.75,207.33
1/18/2022,1812,456.49,138.8215,114.53,151.26
1/19/2022,1843,451.75,153.5627,52.49,233.49
1/20/2022,1843,446.75,136.374,26.31,212.17
1/21/2022,1832,437.98,185.7514,88.18,242.72
1/24/2022,1842,439.84,185.8011,42.34,282.51
1/25/2022,1853,434.47,291.5824,123.9,397.48
1/26/2022,1830,433.38,260.3373,71.6,425.49
1/27/2022,1793,431.24,265.0054,79.26,411.34
1/28/2022,1786,441.95,182.2317,80.74,282.86
